id,price
0,6.057638311088671
1,8.561394847878628
2,9.585529164669845
3,7.858938878329178
4,8.971452429115184
5,8.08275646643533
6,7.017719013332905
7,6.849888999736303
8,6.38148140199403
9,6.806042094301912
10,9.496275794134466
11,7.370537455019
12,8.474673412514838
13,8.271931136020312
14,6.489505966107211
15,7.109637087224433
16,7.848476992476137
17,6.282871060575944
18,9.323502664773972
19,9.095279489571476
20,6.737118404376625
21,8.99085249079226
22,9.451533442822692
23,6.68613969269361
24,9.230921381570862
25,7.218280559464119
26,7.124600123975848
27,9.74688774009529
28,8.238560064438092
29,8.536580567437008
30,6.8999330252545406
31,8.448631171867829
32,8.369210921491621
33,6.221460334083056
34,9.800122470463451
35,8.451394350459271
36,9.043924848409024
37,7.648130303701955
38,9.642769068529732
39,9.734202002455172
40,9.18176252946454
41,8.44345437214446
42,7.122075058844862
43,8.454748569888716
44,7.373199440428136
45,6.389762230998805
46,6.189370379171886
47,9.494118638070315
48,8.85343660908536
49,8.613838603817717
50,7.507154197732701
51,7.076627242174203
52,7.758536956151399
53,7.769363905993728
54,7.025588079179355
55,6.712519358037881
56,8.940296235962848
57,9.431828062055054
58,6.8013650461838475
59,7.025273115306754
60,7.461331822540282
61,8.457547934041028
62,6.81257951062669
63,7.830400560587228
64,8.053047419853446
65,7.49568034028663
66,9.299965082088892
67,8.041526162233378
68,7.71617476793876
69,8.064892338138117
70,9.521257596918133
71,6.481559864784617
72,6.609004015150166
73,7.985666215736228
74,6.462408129191232
75,6.675383258762445
76,6.801913070583544
77,9.072535273741885
78,6.722103696604287
79,7.450307598330828
80,7.8878634343034095
81,6.498053888424321
82,8.329507652400675
83,6.841444328068132
84,8.295966395494196
85,6.378845776650175
86,7.2545035642203395
87,6.924503343839306
88,7.895660895532484
89,8.141599233619774
90,6.460317473982057
91,8.474526165576535
92,7.206812441394583
93,6.579147460077949
94,9.335930399632911
95,8.046986233721142
96,6.610691751753691
97,8.006888687667832
98,6.69327222343827
99,6.518695316700057
100,8.79533207027227
101,6.5420070750311785
102,6.802274047170463
103,9.355749425982486
104,9.458983424783385
105,8.349789501372337
106,8.431606102752298
107,8.071609102075568
108,6.568946192769262
109,6.553301052778991
110,7.482644191923529
111,8.70315986553631
112,9.688699719650302
113,6.420027640916313
114,7.4624232628461655
115,6.34489990452861
116,9.11548826778176
117,7.54833245487228
118,6.923220763427743
119,8.458366283754525
120,7.4006676980133586
121,6.38656153196446
122,7.92374815626848
123,8.370168647915161
124,8.457910532922684
125,7.682653074497481
126,6.135353441416961
127,8.319417111706016
128,8.71109625458215
129,8.40424425858227
130,8.375340662819857
131,6.729691151339953
132,7.950273471689169
133,6.331074914011026
134,6.747053108558485
135,9.50885078711087
136,7.986034634060626
137,7.594854120174487
138,8.167688512431495
139,7.418771944473591
140,8.246650550877073
141,7.445197447907713
142,8.767533042831646
143,7.007083411949893
144,6.575888110896718
145,8.792457047072993
146,9.635420795493076
147,6.997798449397704
148,6.847083133081587
149,7.571235079551415
150,6.801667035643563
151,8.689000671792009
152,7.9307612573840505
153,7.555094809886601
154,7.625650105585656
155,7.744548054547501
156,6.207247246824474
